well_name,X,Y,Coal_seam_depth,Coal_seam_thickness,Reservoir_pressure,Floor_sandstone,Roof_sandstone,Gas_saturation,Gas_content,Water_content,Ash,Porosity,Permeability,Desorption_pressure
华溪10-26,646392.5,3958577,739.8776,6.566002,3.546819,77.39742,57.07474,70.27796,19.548,1.136082,8.82756,6.888933,1.416134,1.955129
华溪10-32,646247.6,3959230,764.1525,6.869899,3.727335,75.31289,55.48269,56.31418,22.93473,1.14504,8.774339,6.978549,1.432498,2.696143
华溪10-34,646189.6,3959496,764.7208,6.893769,4.211842,71.38626,57.83825,62.06023,19.22152,1.116517,9.037712,6.816111,1.251268,1.869779
华溪11-28,646808.3,3958152,731.4094,6.465514,3.298935,81.07513,65.04221,52.73013,21.27573,1.125654,8.62757,6.951832,1.52041,2.280223
华溪11-30,646775.6,3958444,749.9629,6.465328,3.427382,83.28245,65.88931,71.65742,20.05892,1.135621,8.327596,7.189929,1.780823,2.022036
华溪12-10,647008.9,3960307,701.2433,6.864256,3.490134,83.28529,53.41977,66.70309,19.27188,1.134461,8.955544,6.572145,1.12629,1.886962
华溪12-11,646893.4,3960561,689.5798,6.901349,3.7727,82.97236,55.6873,62.38984,22.09878,1.184483,9.108088,6.340121,1.024256,2.692014
华溪12-30,647183.7,3958255,737.5897,6.453593,3.364158,82.02918,71.41363,61.47577,17.10334,1.113095,8.303589,6.777578,1.501698,1.553527
华溪16,649455.6,3954744,509.2346,5.960421,3.329568,61.7815,64.0615,67.25172,14.56246,1.112934,9.064563,6.848927,1.355179,1.192559
华溪2-1,646210.5,3953908,551.9042,5.311281,2.940465,48.27587,44.97458,68.81948,19.69932,1.155874,9.154155,6.649272,1.177105,1.962598
华溪2-6,645505.3,3955413,644.4995,5.86856,4.503342,42.32493,44.99316,68.38921,22.6514,1.124709,9.42017,5.214041,0.601209,2.545463
华溪3-11,647495,3952937,519.327,5.949389,3.143186,44.69354,53.81071,55.1687,20.14506,1.101765,8.792834,7.293761,1.042992,2.059562
华溪3-8,645702.1,3955621,659.0087,5.841571,4.443269,45.11423,53.46621,68.4849,23.16519,1.113922,9.41536,5.402562,0.658397,2.672489
华溪4-10,646005.8,3955523,647.6864,5.843326,4.176974,37.42982,54.26096,57.12651,21.22831,1.130527,9.339623,5.626808,0.75854,2.249159
华溪4-12,645954.9,3955786,697.9314,5.884268,4.418941,51.36636,62.48789,68.28047,20.18958,1.123128,9.341166,5.598485,0.683648,2.048039
华溪5-12,646347.2,3955585,704.9285,5.892143,4.047391,28.15398,71.4259,62.8892,19.47669,1.18214,8.861232,6.257924,0.962811,1.933646
华溪5-14,646216,3955883,701.4393,5.928938,4.324835,38.36256,65.62376,64.84896,20.7836,1.1199,9.06707,5.742025,0.732179,2.173074
华溪5-16,646058.9,3956205,704.1571,5.887813,4.44084,67.83772,67.10622,55.3773,21.3472,1.157144,9.453984,5.640878,0.690216,2.293419
华溪5-20,645780.4,3956684,680.3394,5.962092,4.24139,80.35661,73.44437,64.86694,20.72168,1.010087,9.081719,5.171373,0.619476,2.151784
华溪5-5,647450.7,3953862,447.5702,5.969717,2.802213,48.26937,66.08725,58.47496,16.85944,1.100038,8.951598,7.380466,1.595003,1.512381
华溪5-7,647648.4,3953626,479.3693,5.89187,2.889299,53.15248,63.73645,65.61291,17.11629,1.111048,8.971972,7.16021,1.389266,1.571114
华溪5-9,647721,3953323,492.3312,5.878596,2.902295,54.78564,63.27127,71.42653,17.24624,1.090447,8.981578,7.076417,1.31119,1.548937
华溪6-16,646495.7,3956068,700.3243,5.958009,4.085222,52.03944,57.352,68.71396,20.89978,1.108654,9.018645,5.918289,0.792758,2.221471
华溪6-20,646223.2,3956600,678.8838,5.924051,4.202577,77.1626,74.57659,63.0199,20.23696,1.064415,8.968182,6.738803,1.304564,2.065474
华溪6-22,646005.2,3956843,704.6333,6.227852,4.203313,85.39773,74.39564,66.78351,19.78723,1.001135,8.918965,6.204524,0.968981,1.976158
华溪6-3,647565.3,3954216,413.2562,5.902484,2.768993,58.25932,59.01588,66.91249,16.82947,1.110043,9.139489,7.207989,1.430213,1.509132
华溪7-10,646887.7,3956334,686.785,6.521573,3.889492,51.24224,58.95258,64.32892,16.82975,1.112405,9.20786,7.105091,1.473149,1.510613
华溪7-14,646288.9,3956922,709.8028,6.006723,4.098927,80.47159,78.31178,65.28315,19.98889,1.11608,9.35281,6.79238,1.15721,2.007003
华溪7-16,646142.6,3957254,665.6495,6.100149,3.699765,84.17738,74.74429,67.88933,21.91664,1.119949,9.341391,6.818134,1.166481,2.384107
华溪7-6,646834.6,3955596,682.5892,5.655882,4.030615,58.95312,74.05829,64.82969,18.46824,1.118937,8.859211,6.895056,1.239401,1.753385
华溪8-10,647151.5,3956389,715.809,7.524412,3.844632,64.72449,39.6266,59.56976,16.44112,1.207325,9.483901,5.827991,0.823713,1.454375
华溪8-12,646891.9,3956618,706.9617,6.607961,3.968544,36.61592,76.15386,64.18114,19.68168,1.105632,9.230301,6.682937,1.134596,1.969224
华溪8-14,646560.5,3957095,719.1209,6.699858,4.015891,70.41429,78.482,63.72488,19.05201,1.115201,9.033507,6.727204,1.128897,1.849811
华溪8-16,646419.6,3957439,675.2509,6.422246,3.5915,67.09931,49.61002,55.91127,17.71852,1.068833,9.483372,5.621037,0.651244,1.634413
华溪8-18,646195,3957580,699.6262,6.034508,3.734531,74.77384,62.30283,57.72949,18.99618,1.14314,9.34648,6.908206,1.235994,1.836888
华溪8-3,648391.5,3953986,513.4958,5.992945,3.427125,59.81182,75.01298,71.70715,18.33924,1.128306,8.849539,6.664844,1.086356,1.734726
华溪8-5,648598.8,3953881,537.3355,5.997671,3.573714,67.39456,65.21583,69.88726,17.88175,1.11132,9.214084,7.499007,1.670782,1.65157
华溪8-8,647151.6,3956096,689.5817,6.366972,3.871438,62.40372,32.92966,60.08551,14.86396,1.130159,9.843045,5.153596,0.532362,1.243565
华溪9-12,647156.6,3956667,716.482,6.688398,3.58629,68.76751,66.3753,68.70927,16.88021,1.124694,9.392084,7.638273,1.939219,1.517237
华溪9-14,647198.9,3956928,728.9086,7.178185,4.107344,72.71935,53.25005,70.34642,17.27389,1.082037,9.252242,7.596586,1.795525,1.578836
华溪9-16,646889,3956921,736.0782,6.768973,4.051105,74.47879,76.52328,67.97103,19.24169,1.121762,9.367352,6.298628,0.93829,1.883693
华溪9-18,646941.6,3957219,721.9343,6.512463,4.124735,82.60024,79.48171,65.37172,21.66953,1.110433,9.246758,6.985071,1.277841,2.337358
华溪9-20,646574.8,3957656,686.535,7.211149,3.69194,74.92698,65.84732,65.49548,17.5007,1.080658,9.261903,6.286453,0.906246,1.612419
华溪9-24,646232.5,3958097,708.67,6.646623,3.531948,76.31956,41.16607,64.07555,16.17627,1.117184,9.401391,6.633303,1.084992,1.433217
华溪9-3,648754.8,3954069,561.875,5.998315,3.594122,36.75696,64.70913,67.9852,16.91267,1.128414,8.765782,6.158248,0.846419,1.499036
华溪9-32,645927.7,3959222,765.5601,7.079767,4.053947,77.21736,76.23827,65.60015,22.84498,1.143311,9.086349,6.974532,1.273721,2.618917
华蒲1-10,643314.9,3954230,642.5834,5.551123,4.695661,52.72252,59.61148,65.52307,20.906,1.144833,9.035747,7.664047,1.837958,2.197148
华蒲1-11,643574.9,3954003,634.3069,5.71346,4.505038,57.71194,70.74046,52.29149,23.69195,1.130509,9.174406,7.558448,1.715891,2.810696
华蒲1-15,644495.9,3953331,702.6798,5.753263,3.005466,40.52576,40.2356,71.09485,20.30003,1.092753,8.628474,7.150746,1.492616,2.103193
华蒲1-16,644914.9,3953068,581.4327,5.81871,2.894604,50.73786,71.13143,54.82265,19.93874,1.095347,9.294946,7.059856,1.35462,2.027266
华蒲1-24,645678.4,3953901,561.2533,5.865422,2.671501,43.07945,65.59247,64.19501,18.2923,1.771441,9.501765,5.532378,0.621444,1.721705
华蒲1-25,645472.3,3954075,489.6975,5.838951,2.367207,63.15882,69.7096,52.66493,20.30892,1.134236,9.595158,5.395542,0.604438,2.072477
华蒲1-27,645259.8,3953851,523.8138,5.717945,2.114213,55.96684,58.24674,60.28698,18.58845,1.129386,9.272313,6.882451,1.26885,1.772212
华蒲1-28,645240.6,3954095,506.3329,5.584979,2.198164,61.59284,66.87394,56.34973,18.81248,1.146879,9.193128,6.74317,1.163163,1.811946
华蒲1-36,644771.7,3954218,487.1015,6.169322,3.164504,62.20045,57.43729,59.05485,19.18647,1.123612,9.27547,7.777529,2.031958,1.896746
华蒲1-37,645250.7,3954523,501.6221,5.776286,3.580452,60.25098,61.24699,64.34898,21.95203,1.135725,8.930481,7.037584,1.381928,2.4141
华蒲1-38,644932.9,3954494,510.0273,5.665001,3.831003,60.32145,71.13508,63.87893,21.19441,1.117393,8.823279,7.852775,2.088054,2.269249
华蒲1-39,644592.5,3954388,487.1109,5.674752,3.447484,61.74548,41.10564,66.90458,14.53513,1.117244,8.841748,7.316026,1.546338,1.234635
华蒲1-5,642680.4,3955282,602.2029,5.806091,4.5293,68.96429,69.54312,69.11081,22.58953,1.133957,9.079061,6.782273,1.193386,2.565513
华蒲2-12,643067.8,3954157,622.1946,5.655957,4.200744,77.28749,63.75311,60.07366,21.00533,1.103175,8.662832,7.5672,1.738335,2.227464
华蒲2-13,643393.2,3953893,630.9379,6.094267,4.069583,66.79145,61.85455,63.99784,23.55856,1.131272,8.723763,7.552093,1.708469,2.770759
华蒲2-14,643542.4,3953751,620.9955,6.016335,3.805014,57.71746,56.44303,66.64323,20.983,1.12236,8.594696,7.019886,1.305124,2.195863
华蒲2-15,643625.6,3953370,649.2283,6.39794,4.195283,53.97708,64.27086,64.48866,21.35301,1.130875,8.917673,6.689677,1.114321,2.279229
华蒲2-16,643980.4,3953258,709.5329,5.7742,3.63528,55.21077,66.14665,63.35764,20.74449,1.113789,8.72542,6.229095,0.908605,2.138749
华蒲2-17,644207.8,3953134,704.2735,5.524816,3.819473,49.03168,61.93147,63.24445,20.46681,1.075827,9.077235,6.532625,1.078213,2.147871
华蒲2-8,642232.5,3955053,677.5015,5.899652,4.383106,69.96718,69.04652,76.44561,22.32854,1.10774,8.894738,7.745346,1.919289,2.491057
华蒲3-16,643326.1,3953491,653.666,6.156092,3.875241,61.2528,59.31996,61.26168,21.28975,1.156609,8.974775,6.922941,1.321107,2.367903
华蒲3-18,643790.3,3953202,683.191,7.847067,3.927743,58.52938,70.4449,67.37795,21.68752,1.121474,8.757878,7.391613,1.6445,2.342314
华蒲3-19,644041.5,3952890,725.7599,5.647891,3.571002,64.70266,63.15792,59.92294,22.33444,1.124289,8.962994,6.414419,0.957889,2.478918
华蒲3-20,644238.8,3952711,726.9347,6.443122,3.045995,44.84169,60.89983,65.49308,20.51797,1.098367,8.618268,5.42038,0.616966,2.12684
华蒲4-16,643196.7,3953253,703.0447,6.191216,3.572815,70.43055,69.28036,46.15279,22.68894,1.140401,9.106223,5.490546,0.657981,2.632321
华蒲4-17,643355.3,3953031,705.8591,6.160935,3.411434,58.75044,63.77287,68.99678,20.74809,1.131148,8.581137,7.330009,1.584021,2.169148
华蒲4-18,643685.9,3952830,711.8544,5.371916,3.283097,67.7157,46.83189,58.7781,21.66591,1.121258,8.867973,6.171263,0.904729,2.342182
华蒲4-19,643948.6,3952607,706.5204,6.427332,3.317692,76.42243,68.87384,65.74352,20.23185,1.119232,8.795794,7.302415,1.571477,2.060427
华蒲4-20,644433.7,3952449,700.5398,6.659759,3.007744,62.89968,60.40966,57.43317,21.01851,1.125174,8.823622,6.843497,1.235027,2.212556
华蒲4-21,644709.7,3952379,745.9756,5.973718,2.962373,36.45074,69.22235,66.43439,21.65412,1.128727,8.920514,6.711916,1.136244,2.308954
华蒲4-22,644942.5,3952185,708.7598,5.678834,2.916491,70.54214,73.83175,51.79847,21.07281,1.118977,9.381957,6.011166,0.886398,2.256011
华蒲4-23,645214.2,3952156,719.1804,6.188454,2.796929,40.15921,67.83636,58.62382,20.57355,1.112686,9.382088,7.200427,1.468288,2.137963
华蒲4-24,645509.7,3952038,712.1012,5.646538,3.212962,47.13525,75.22849,60.04459,19.84445,1.119383,9.107425,7.380427,1.612735,2.014133
华蒲5-12,642037.2,3953726,706.6131,5.150343,3.25027,81.44987,73.65992,56.67233,17.41853,1.147498,8.651539,5.869947,0.750281,1.590921
华蒲5-14,642250,3953455,716.1896,5.932814,3.349325,69.42682,47.01437,64.00576,17.80755,1.114948,8.777713,7.297618,1.568229,1.636806
华蒲5-15,642523,3953262,724.4822,5.983602,3.585531,75.36934,61.97685,62.91827,20.42747,1.106002,8.741585,7.436277,1.673669,2.104687
华蒲5-16,642733.1,3953148,726.4227,4.937374,3.478179,70.87889,68.24683,52.39706,21.55894,1.128683,9.163353,7.304387,1.552317,2.346073
华蒲5-17,642948.2,3952957,708.6522,5.640409,3.311927,73.6749,70.29507,62.50665,20.50435,1.127987,8.524988,6.250158,0.904458,2.143816
华蒲5-18,643266.5,3952826,716.8148,5.83847,3.405306,82.13229,70.69874,67.47931,18.95041,1.144431,8.6626,7.579333,1.778,1.864867
华蒲5-21,644042.1,3952347,651.7498,5.88785,3.021122,75.66601,67.81124,49.90779,20.11049,1.134098,9.353992,5.489209,0.673528,2.046858
华蒲5-22,644238,3952076,638.6556,6.559507,3.157644,38.65523,66.7063,67.95766,20.9808,1.122312,8.798279,6.923546,1.255528,2.199078
华蒲5-24,644586.5,3952134,717.4328,6.522189,3.034331,64.51445,69.59533,46.75798,20.62161,1.129886,9.475879,4.324999,0.399123,2.139233
华蒲5-25,644696.7,3951781,692.8061,5.400915,3.523828,59.92893,73.3418,73.17136,20.15594,1.100064,8.825753,7.567996,1.717189,2.036655
华蒲6-12,641936.5,3953487,701.57,5.644207,3.136954,86.06006,71.18357,66.17109,17.94015,1.133594,8.57989,6.384086,0.96106,1.657328
华蒲6-13,642134.9,3953231,704.1072,5.503203,3.158772,53.85576,74.58301,54.22325,18.55129,1.11012,9.64663,5.145241,0.496223,1.760598
华蒲6-14,642354.4,3953071,721.0626,6.060017,3.350488,74.33668,61.08326,59.28499,22.3449,1.111045,8.7533,7.036582,1.355103,2.57515
华蒲6-15,642497.6,3952899,725.0342,5.814621,3.266196,65.995,39.6381,62.89159,20.90116,1.117902,8.977355,7.170085,1.412891,2.312196
华蒲6-16,642755.6,3952880,717.4521,5.957594,3.227639,59.14423,76.53839,67.74214,19.1588,1.114878,8.595716,7.162435,1.404901,1.867025
华蒲6-20,643903.8,3952040,640.5803,5.549034,2.956176,82.79647,65.3524,57.19541,21.29964,1.1445,9.048492,6.401752,0.968291,2.300269
华蒲9-13,641439.9,3952762,713.79,7.013427,3.381244,62.52779,55.6194,57.43779,18.64349,1.241667,9.160575,6.100402,0.811184,1.757862
华蒲9-14,641690.1,3952552,717.1389,6.470184,3.3293,76.93777,68.04974,49.88603,20.14737,1.123917,8.44887,6.92256,1.245962,2.058614
固1-7,642565.7,3960714,707.1003,6.661474,4.288293,74.66856,63.64702,76.68601,17.42326,1.109818,9.308895,6.166503,1.082364,1.654464
固11-8,643975.4,3963447,612.7703,6.736609,4.102565,56.04295,60.83336,70.5005,21.89848,1.128807,9.056137,6.732671,1.353384,2.366274
固12-10,644511.5,3963808,646.6129,6.836433,3.810227,43.2811,66.5841,64.35017,20.62825,1.123961,9.187081,5.419067,0.830082,2.098573
固12-9,644083.3,3963795,645.7825,6.861841,3.773554,52.75901,47.98138,63.56128,20.86998,1.115339,8.97443,6.669736,1.292967,2.22938
固13-9,644231.3,3964048,645.4601,6.796368,3.608865,50.45998,53.68135,75.88036,21.23351,1.101915,8.989757,6.294643,1.165708,2.250098
固3-6,642689.9,3961235,694.04,6.662456,4.525384,72.48076,65.27258,66.85326,15.88723,1.101396,9.274892,6.657402,1.270171,1.980236
固6-10,644061.2,3961999,677.5687,6.442667,5.059812,66.0208,56.91883,66.86353,23.78255,1.104228,9.363093,6.704734,1.302048,2.874192
固7-10,644097,3962314,651.6262,6.502012,4.888741,66.97439,61.67376,72.60703,23.63876,1.094387,9.252039,6.734281,1.284001,2.889283
固7-12,644765.7,3962280,652.593,6.527986,4.986798,66.72015,63.86508,72.99392,23.11931,1.111238,9.254508,6.772324,1.247326,2.728414
固7-13,645033.4,3962253,642.8119,6.607879,4.949564,58.70299,68.64795,78.91369,23.79922,1.129596,9.121094,6.706087,1.209266,2.821504
固7-15,645513.3,3962124,623.5095,6.722945,4.936286,45.84012,69.48122,61.19463,19.97744,1.105734,9.057866,6.522743,1.119803,2.042159
固7-16,645813.5,3962085,595.1981,6.892445,4.820384,49.95051,67.06119,70.06711,12.71534,1.120586,9.059555,6.894026,1.344399,0.986853
固7-17,646082.2,3962201,557.4039,6.8767,4.424304,36.62984,68.91767,68.82338,22.69903,1.139943,9.136559,7.399817,1.633684,2.654466
固7-8,643632.8,3962282,657.5522,6.566326,4.986881,65.69937,63.42657,75.74882,20.55455,1.115255,9.218668,6.913065,1.388724,2.141855
固7-9,643884,3962211,650.6765,6.508768,4.972798,66.10677,63.01061,78.59277,24.38778,1.111122,9.235004,6.796227,1.324289,2.999504
固8-8,643682.7,3962556,619.7006,6.582815,5.135858,64.55958,67.19038,79.20649,22.20309,1.230061,9.102021,7.092742,1.487375,2.450694
固8-9,643952.9,3962543,595.3666,6.566528,4.893711,63.85375,69.54907,71.59283,23.82399,1.124275,9.055379,7.129092,1.511407,2.841316
固9-8,643875.4,3962835,557.9788,6.556752,4.715321,59.74387,72.03796,69.90332,21.98346,1.08441,8.924257,7.40718,1.669654,2.383052
樊61,644233.7,3965200,467.4555,6.228592,3.911268,68.74104,72.11562,62.22415,21.33568,0.936573,9.25608,7.724722,1.873039,2.488101
樊62,645115.5,3963957,663.9617,6.805816,4.977005,25.4442,82.95504,64.72531,23.76755,1.098596,9.38614,4.848423,0.457497,3.106949
樊63,644341.6,3960423,754.2988,7.228477,5.367631,69.33009,75.07151,68.66656,21.51213,0.982323,9.552567,4.81204,0.450119,2.22946
樊64,648509.2,3960516,654.6732,7.210692,4.46935,78.37708,60.96781,70.74342,19.07236,0.810696,8.867834,7.97103,2.182552,2.136725
樊65,647408.5,3958096,709.7329,6.21225,3.672755,74.94401,73.47211,64.5391,20.37363,1.194912,9.780316,5.194193,0.527999,1.86615
沁1-10-18-77,647346.1,3958536,729.3137,6.496109,4.117472,88.94759,84.86032,65.6209,15.95807,0.955146,6.31568,7.573996,1.83254,1.843881
沁1-10-18-86,647061.4,3958722,812.3886,6.422159,4.238028,89.44842,72.1365,66.44602,20.87811,0.908474,7.708968,8.737155,3.347651,1.982031
沁1-10-18-88,647495.7,3958742,760.0827,6.476692,4.027929,87.34547,80.88457,70.96336,15.65417,0.954886,7.161565,8.360584,2.870158,1.953753
沁1-11-18-8,647477.9,3959025,762.2623,7.01276,3.828019,81.23454,17.91055,71.81852,20.05967,1.322424,8.940908,4.569929,0.476492,2.056454
溪7-5,648087.3,3953877,521.231,5.700725,3.198386,70.08775,63.03028,65.54035,16.376,1.119973,9.260768,6.444575,0.962451,1.434706
端氏-001,638842.2,3947967,407.7416,5.495805,2.278713,86.14045,58.38785,61.85748,10.83592,1.139521,8.682369,9.393502,4.454618,1.583945
端氏-047,636447.9,3949538,415.9925,4.404203,2.450552,86.12459,62.72927,68.76701,21.57537,1.31213,9.090437,6.248893,0.946172,2.332337
端氏-048,635811.5,3949146,456.3133,4.588027,2.524893,77.08595,39.06173,53.99265,21.6029,1.195911,8.853159,7.255505,1.53733,2.331102
端氏-063,635834.8,3949686,475.4403,5.882196,2.487944,85.61938,67.20266,68.8995,21.57413,1.274539,8.490249,6.62671,1.058339,2.31334
端氏-078,643644.7,3949789,487.1712,6.230941,2.410627,79.84332,66.22292,69.64105,18.24721,1.166748,8.962423,8.422289,2.754077,1.720957
端氏-080,642865.8,3949809,429.5584,5.855044,1.443712,87.08335,32.51265,54.70802,15.65587,1.121021,9.268223,7.255821,1.473696,1.341481
端氏-081,642390.1,3949892,442.558,5.758808,1.5685,84.3461,60.34508,59.13905,16.06527,1.108507,9.124344,7.654521,1.886699,1.401955
端氏-082,642027.6,3949794,434.5166,6.107075,1.872993,89.77074,77.3518,52.98102,18.90342,1.1204,8.810731,7.54095,1.720394,1.827451
端氏-083,641731,3949870,457.5853,5.590792,2.123581,88.28825,60.29268,56.76947,19.40922,1.133332,8.951471,7.284599,1.553657,1.908628
端氏-084,641129.2,3949940,496.3492,5.568365,1.827856,92.69614,80.41873,45.50888,19.60429,1.141404,8.547055,6.562795,1.048566,1.937612
端氏-096,635999.6,3949939,399.4657,5.139453,2.629963,86.21728,56.79654,64.92949,20.29882,1.036128,8.900014,5.774082,0.722575,2.075671
端氏-110,643802.5,3950031,542.6822,6.102443,2.349807,42.82692,66.59972,70.07454,17.43584,1.198953,9.214925,7.63662,1.806151,1.595204
端氏-111,643485,3950083,479.3756,6.013684,1.860807,74.13468,55.21196,64.40022,16.88638,1.282034,9.102516,7.631135,1.867103,1.514074
端氏-112,643075.3,3950072,454.72,5.814295,1.482166,85.94633,66.50606,63.60809,15.28378,1.114539,9.236579,7.393896,1.576692,1.291652
端氏-113,642620.4,3950120,448.2178,5.788794,1.407031,75.27551,60.5186,60.6444,14.23012,1.100681,9.208959,7.594627,1.793091,1.155158
端氏-114,642199.4,3950101,437.785,5.457947,1.740217,86.98271,68.7996,62.87333,17.02978,1.086789,9.163452,8.182873,2.454952,1.54164
端氏-115,641758.6,3950106,473.9545,4.750085,2.028772,88.21017,32.01141,62.24892,19.81303,1.141298,9.13581,6.78523,1.182619,1.987354
端氏-116,641453.9,3950154,501.8987,6.261765,1.98065,87.77476,75.30757,60.0378,20.08489,1.190048,8.81332,7.364486,1.550231,2.028897
端氏-117,640871.3,3950223,565.6257,6.105416,1.973207,82.39198,50.62622,54.52278,19.95771,1.250599,8.704989,7.309281,1.623279,1.981742
端氏-140,644161.1,3950345,564.2172,6.007233,3.136007,86.39374,65.95234,59.29694,21.39761,1.121242,9.1024,7.566007,1.718745,2.287362
端氏-142,643271.2,3950302,434.6539,6.037962,1.83151,73.16216,34.13129,61.02661,17.22067,1.151074,8.881292,7.20863,1.433076,1.555388
端氏-143,642828.3,3950297,423.9398,5.823778,1.401561,66.02785,66.61968,59.6997,16.61896,1.105222,9.250448,7.702554,1.851518,1.444347
端氏-144,642439,3950262,465.2416,5.744057,1.487531,77.28582,61.71865,62.54312,14.43968,1.106445,9.175183,7.633981,1.852875,1.168542
端氏-145,642068.9,3950327,458.8331,5.557989,1.938961,85.0762,64.96316,68.97742,17.10656,1.133244,9.10042,7.68679,1.948531,1.545023
端氏-146,641610.8,3950323,495.0822,5.553741,2.131025,86.75996,56.50181,61.86353,16.80587,1.295407,8.959001,7.115785,1.427748,1.501701
端氏-147,641250.4,3950246,507.0125,6.04239,2.012167,87.9657,71.2395,62.06966,19.53801,1.145093,8.793181,7.207487,1.471295,1.933952
端氏-155,636423.3,3950291,324.7151,5.3704,2.522294,88.24059,33.5731,62.7201,20.36258,1.095579,8.795981,5.660404,0.667878,2.09005
端氏-156,635884,3950170,410.791,5.143652,2.740025,86.45656,59.73193,72.95644,18.76864,1.102538,8.897444,6.123607,0.901563,1.79966
端氏-170,643888.3,3950544,539.4429,6.032651,2.719537,77.28661,60.47898,62.23332,19.41076,1.121495,9.026828,7.578472,1.771789,1.909102
端氏-171,643466.8,3950596,516.4617,5.92332,2.022486,76.60693,40.42607,59.02574,17.06505,1.137439,9.33251,7.153655,1.474008,1.555278
端氏-172,643049.1,3950525,481.4983,5.919861,1.544684,75.13931,42.26709,58.57393,14.31176,1.116469,9.278626,7.224597,1.512918,1.166701
端氏-173,642628,3950440,517.3646,5.949141,1.459,65.10785,65.27598,62.42562,16.08725,1.103541,9.206234,7.575504,1.74447,1.292329
端氏-174,642190.7,3950572,477.171,5.69232,1.973693,83.63315,66.07555,66.02362,17.56053,1.121057,9.058075,7.400042,1.647744,1.637177
端氏-175,641817.9,3950445,494.9363,5.622949,2.291936,84.93476,61.81967,64.60501,20.03851,1.127801,8.97982,7.168234,1.472717,2.022669
端氏-176,641378.8,3950576,550.9327,5.88905,2.170033,84.73544,58.36753,63.84518,19.63972,1.15556,8.87802,6.97216,1.37363,2.013999
端氏-197,644492.1,3950763,561.1189,6.285624,3.32609,83.36123,69.35121,68.65143,20.59018,1.134029,8.631775,6.859447,1.198629,2.129106
端氏-199,643693.5,3950697,548.1323,5.913669,2.343647,84.74052,70.32111,51.68135,16.56629,1.127864,8.83628,7.735426,1.878762,1.469976
端氏-201,642898.2,3950727,503.912,5.929701,1.556812,71.51211,51.09962,61.20304,16.21554,1.115766,9.268618,7.419677,1.656277,1.384746
端氏-202,642378.9,3950775,510.5779,5.968533,1.780544,73.56307,54.75439,63.35456,17.54913,1.112929,9.138235,7.513922,1.718874,1.612301
端氏-203,642005.5,3950737,487.7423,5.717496,2.332703,87.92873,78.1496,66.77522,18.48166,1.12943,9.011755,7.049989,1.331035,1.761523
端氏-204,641649.4,3950825,540.0643,5.862075,2.525987,81.18159,53.49303,63.67612,19.50373,1.120277,8.964852,7.046263,1.391248,1.920071
端氏-224,644543.4,3951051,580.9562,6.223811,3.12769,79.21889,65.6174,64.30242,20.4285,1.130053,8.77084,6.957431,1.301022,2.096364
端氏-226,643895.2,3950950,568.455,6.314432,2.73164,74.72261,43.67968,69.42107,18.17057,1.104897,8.962267,7.527295,1.721865,1.701003
端氏-227,643067.3,3950957,538.7271,6.012254,1.709453,70.25457,35.77758,61.39494,16.88198,1.122726,9.282289,7.715135,1.963948,1.505823
端氏-228,642643.6,3950876,518.235,6.005751,1.642058,71.0425,53.5646,62.43716,15.96231,1.110427,9.181266,7.558202,1.751478,1.356926
端氏-229,642124.4,3951021,514.7971,5.89085,2.323677,78.97929,53.65206,64.92811,19.33475,1.12073,9.016514,7.255069,1.507443,1.896621
端氏-230,641828,3951110,532.9792,5.906967,2.430793,74.53883,34.97929,63.90775,21.09822,1.12648,8.829447,7.368498,1.553143,2.226333
端氏-231,641451.7,3951011,586.5286,5.998034,2.457417,78.90034,43.90544,62.50369,19.75716,1.232081,9.021294,6.868427,1.3129,1.968513
端氏-324,642740.2,3951151,539.985,6.296914,1.806517,82.18081,37.1532,62.37757,14.82473,1.119976,9.163637,7.755495,1.891881,1.229146
端氏-325,642461.6,3951119,535.2087,6.18704,1.900457,74.89316,41.76221,63.36535,16.4864,1.127414,9.115607,7.566099,1.777841,1.453852
胡底102,640281,3955567,696.6356,5.558781,4.845219,80.95152,59.70181,62.09105,20.5698,1.273063,8.866099,6.796258,1.274838,1.936385
胡底103,640953,3955487,705.1384,5.738611,4.760364,79.97962,67.29182,64.40432,19.78823,1.204013,9.017503,6.864523,1.30077,1.957004
胡底249,640944,3956698,667.795,5.496291,4.882391,77.28817,59.63077,64.75356,18.79944,1.160164,8.957791,7.166334,1.495589,1.734406
蒲1-10,643374.6,3954552,547.6348,6.403972,4.603427,47.70821,72.9268,68.6454,17.67372,1.111167,8.722974,7.380917,1.576692,1.627817
蒲1-12,643584.7,3954389,557.5139,6.172154,4.446715,35.53262,76.39323,69.42696,16.28083,1.119679,8.591229,6.872588,1.209916,1.430472
蒲1-13,643841.4,3954212,516.4508,4.774364,3.754188,38.22434,77.90347,63.76012,20.1965,1.10191,8.48343,8.022696,2.19805,2.041462
蒲1-2,642403.2,3955880,519.3973,5.58845,4.727975,76.95335,69.3925,68.08585,23.25505,1.169368,9.080707,7.602499,1.793598,2.820529
蒲1-3,642543.3,3955792,504.2635,5.667181,4.63539,78.74121,75.4574,68.79002,24.35577,1.242966,9.008181,7.939255,2.122194,3.136855
蒲1-4,642732.9,3955566,516.9672,5.567032,4.5094,66.78967,69.64973,63.0611,22.54644,1.123879,9.223768,7.063575,1.368998,2.611723
