华加1,华加10,华加11-1,华加11-2,华加11-3,华加11,华加12,华加13,华加14,华加15,华加16,华加17,华加19,华加2-2,华加2,华加20,华加21,华加23,华加24,华加25,华加26,华加27,华加28,华加29,华加3-1,华加3-2,华加3,华加30,华加32,华加33,华加34,华加35,华加36,华加37,华加38,华加39,华加4,华加40,华加41,华加42,华加43,华加44,华加5,华加6,华加7,华加8,华加9,华固1-4,华固1-6,华固1-8,华固17-1,华固17-2,华固17-3,华固17-7,华固18-1,华固18-2,华固18-3,华固18-4,华固18-5,华固18-6,华固19-1,华固19-2,华固19-3,华固19-4,华固19-5,华固19-6,华固19-7,华固19-8,华固2-12,华固2-13,华固2-14,华固2-16,华固20-1,华固20-2,华固20-4,华固20-5,华固20-6,华固20-7,华固20-8,华固21-1,华固21-3,华固21-5,华固21-6,华固21-7,华固21-8,华固21-9,华固22-1,华固22-2,华固22-3,华固23-3,华固23-5,华固24-3,华固25-2,华固25-3,华固3-14,华固3-15,华固3-16,华固3-17,华固3-18,华固4-12,华固4-13,华固4-15,华固4-17,华固40-1,华固40-15,华固40-3,华固40-4,华固5-10,华固5-11,华固5-14,华固5-16,华固5-17,华固6-10,华固6-11,华固6-14,华固6-15,华固6-16,华固6-17,华固6-19,华固6-20,华固6-21,华固6-22,华固6-24,华固6-25,华固6-26,华固6-27,华固6-28,华固6-31,华固6-7,华固6-8,华固6-9,华固9-9,华尧10-5,华尧10-6,华尧11-6,华尧11-7,华尧12-7,华尧13-8,华尧13-9,华尧14-10,华尧14-9,华尧15-10,华尧15-11,华尧15-9,华尧16-10,华尧16-11,华尧16-9,华尧17-10,华尧17-9,华尧18-10,华尧18-9,华尧19-10,华尧19-9,华尧20-9,华尧4-4,华尧4-5,华尧5-4,华尧7-5,华尧8-4,华尧8-5,华尧9-4,华尧9-5,华成1-10,华成1-11,华成1-12,华成1-14,华成1-15,华成1-16,华成1-18,华成1-2,华成1-20,华成1-21,华成1-4,华成1-6,华成1-7,华成1-9,华溪1-10,华溪1-12,华溪1-18,华溪1-2,华溪1-20,华溪1-4,华溪1-8,华溪10-14,华溪10-16,华溪10-2,华溪10-20,华溪10-24,华溪10-26,华溪10-32,华溪10-34,华溪11-28,华溪11-30,华溪12-10,华溪12-11,华溪12-30,华溪16,华溪2-1,华溪2-6,华溪3-11,华溪3-8,华溪4-10,华溪4-12,华溪5-12,华溪5-14,华溪5-16,华溪5-20,华溪5-5,华溪5-7,华溪5-9,华溪6-16,华溪6-20,华溪6-22,华溪6-3,华溪7-10,华溪7-14,华溪7-16,华溪7-6,华溪8-10,华溪8-12,华溪8-14,华溪8-16,华溪8-18,华溪8-3,华溪8-5,华溪8-8,华溪9-12,华溪9-14,华溪9-16,华溪9-18,华溪9-20,华溪9-24,华溪9-3,华溪9-32,华蒲1-10,华蒲1-11,华蒲1-15,华蒲1-16,华蒲1-24,华蒲1-25,华蒲1-27,华蒲1-28,华蒲1-36,华蒲1-37,华蒲1-38,华蒲1-39,华蒲1-5,华蒲2-12,华蒲2-13,华蒲2-14,华蒲2-15,华蒲2-16,华蒲2-17,华蒲2-8,华蒲3-16,华蒲3-18,华蒲3-19,华蒲3-20,华蒲4-16,华蒲4-17,华蒲4-18,华蒲4-19,华蒲4-20,华蒲4-21,华蒲4-22,华蒲4-23,华蒲4-24,华蒲5-12,华蒲5-14,华蒲5-15,华蒲5-16,华蒲5-17,华蒲5-18,华蒲5-21,华蒲5-22,华蒲5-24,华蒲5-25,华蒲6-12,华蒲6-13,华蒲6-14,华蒲6-15,华蒲6-16,华蒲6-20,华蒲9-13,华蒲9-14,固1-7,固11-8,固12-10,固12-9,固13-9,固3-6,固6-10,固7-10,固7-12,固7-13,固7-15,固7-16,固7-17,固7-8,固7-9,固8-8,固8-9,固9-8,樊61,樊62,樊63,樊64,樊65,沁1-10-18-77,沁1-10-18-86,沁1-10-18-88,沁1-11-18-8,溪7-5,端氏-001,端氏-047,端氏-048,端氏-063,端氏-078,端氏-080,端氏-081,端氏-082,端氏-083,端氏-084,端氏-096,端氏-110,端氏-111,端氏-112,端氏-113,端氏-114,端氏-115,端氏-116,端氏-117,端氏-140,端氏-142,端氏-143,端氏-144,端氏-145,端氏-146,端氏-147,端氏-155,端氏-156,端氏-170,端氏-171,端氏-172,端氏-173,端氏-174,端氏-175,端氏-176,端氏-197,端氏-199,端氏-201,端氏-202,端氏-203,端氏-204,端氏-224,端氏-226,端氏-227,端氏-228,端氏-229,端氏-230,端氏-231,端氏-324,端氏-325,胡底102,胡底103,胡底249,蒲1-10,蒲1-12,蒲1-13,蒲1-2,蒲1-3,蒲1-4,蒲1-5,蒲1-6,蒲1-7,蒲1-8,蒲1-9,蒲2-10,蒲2-12,蒲2-13,蒲2-14,蒲2-4,蒲2-5,蒲2-6,蒲2-8,蒲2-9,蒲南1-1,蒲南1-2,蒲南1-3,蒲南1-4,蒲南2-6,蒲南2-7,蒲南3-5,蒲南3-6,蒲南3-7,蒲南3-9,郑村-012,郑村-016,郑村-017,郑村-022,郑村-023,郑村-025,郑村-032,郑村-036,郑村-038,郑村-041,郑村-047,郑村-051,郑村-053,郑村-056,郑村-071,郑村-072,郑村-073,郑村-079,郑村-081,郑村-082,郑村-083,郑村-084,郑村-085,郑村-086,郑村-088,郑村-089,郑村-090,郑村-093,郑村-095,郑村-105,郑村-107,郑村-113,郑村-115,郑村-136,郑村-137,郑村-143
2319,537,0,0,0,0,0,0,0,0,225,0,0,648,4921,0,0,0,0,0,0,0,0,0,0,0,681,0,0,486,549,0,0,331,0,922,701,472,100,0,0,0,2038,1697,419,3276,2273,714,4026,1694,0,2256,601,0,438,342,3205,903,220,5093,2364,4827,1975,945,960,1310,969,5101,387,794,202,1624,956,2036,2133,936,440,849,2836,861,3319,2933,1248,533,393,622,228,968,0,503,729,2757,165,371,898,818,960,1968,2589,946,0,0,1459,608,800,817,0,493,663,1286,632,2079,29,1421,2411,168,2098,2366,5538,6,0,652,3042,0,2704,3039,2908,756,3158,1862,1621,2648,1710,0,3098,2870,2048,3011,428,1681,1062,2886,835,4210,1109,442,1878,1868,386,200,633,0,2370,0,2598,2791,555,551,0,166,806,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154,2076,1342,4550,4871,2271,3750,393,2151,475,1332,398,560,3207,0,1012,313,308,1384,0,0,753,2447,82,1169,2531,3512,736,1553,2121,2580,100,403,401,1192,1123,476,732,318,1721,1745,0,0,1167,357,544,3860,167,187,179,0,588,839,276,291,212,259,1053,265,1015,1654,931,1776,4150,1789,981,4090,447,2029,0,2617,641,1260,832,2068,1457,706,0,515,1020,2686,3017,2306,1303,1272,2087,1609,778,495,282,122,2032,2622,750,131,1521,1722,639,715,2743,1316,1552,1433,100,1103,1516,1044,0,0,644,139,1809,1590,8433,657,4337,1912,2643,8698,4365,0,2267,126,2702,230,6135,2671,0,0,0,0,0,0,0,0,0,82,11626,6701,6520,11748,4481,524,916,1613,8228,12683,727,2641,837,1451,2285,3037,8182,6463,14119,0,3885,2508,2829,2200,5183,10532,11445,2935,370,1528,2318,374,7609,1968,6443,984,2215,4130,4055,0,4173,1408,3390,4876,2089,5518,4026,5178,686,4591,2987,1745,73,780,0,682,3830,4298,563,2258,1620,992,0,400,777,1374,940,0,1983,1560,1128,1047,4,294,2988,7758,2148,2575,4431,0,0,258,821,804,680,0,1672,649,4363,509,0,242,1646,1184,3404,3242,0,182,50,317,1128,4007,1290,50,0,1064,0,1000,288,521,0,804,404,2174,496,409,954,1521,50
2304,489,0,0,0,0,0,0,0,0,225,0,0,778,4898,0,0,0,0,0,0,0,0,0,0,0,663,0,0,575,238,0,0,485,0,910,673,480,100,0,0,0,1912,1697,411,3431,2250,710,4038,1687,0,2244,626,0,433,336,3196,817,216,5063,2386,4814,1938,937,961,1294,961,5068,392,788,205,1618,952,2020,2111,931,435,806,3286,840,3308,2918,1335,614,397,606,228,911,0,502,711,2742,142,397,894,785,958,2000,2594,949,0,0,1434,612,806,818,0,474,701,1299,660,2054,44,1431,2339,187,2112,2336,5515,6,0,657,3040,0,2715,2992,2903,750,3152,1859,1623,2645,1716,0,3137,2843,2049,2995,426,1640,1013,2837,835,4183,1096,440,1953,1832,371,200,624,0,2341,0,2555,3522,544,551,0,170,802,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123,2066,1118,4493,4868,2225,3760,390,2134,474,1332,397,581,3202,0,1063,313,290,1367,0,0,1184,2452,82,1061,2292,3595,675,1550,2105,2561,100,407,401,1171,1095,473,787,305,1727,1768,0,0,1179,356,542,3848,656,327,177,0,578,837,273,194,219,264,431,265,977,1761,847,1723,4084,1768,1037,4144,445,2033,0,2496,641,1250,757,2202,1518,670,0,515,894,2635,2749,2302,1298,1116,1795,1455,979,514,447,14,2097,2622,763,128,1493,1722,601,694,2673,1294,1558,1362,100,1106,1581,973,0,0,663,141,1820,1579,8368,656,4324,1932,2625,8633,4280,0,2216,126,2700,230,6118,2663,0,0,0,0,0,0,0,0,0,82,11175,6610,6538,11519,2480,411,722,3532,8394,12683,740,1069,470,1443,1360,2670,7864,6463,13698,0,3641,945,2793,2200,4637,9971,11265,3110,370,1453,1718,374,7443,1882,6422,793,2215,2069,3971,0,3106,896,2486,4738,1175,4521,3314,4633,522,4330,2812,2089,110,780,0,521,3830,4299,563,2232,1620,971,0,400,759,1361,933,0,2002,1560,1437,1033,4,294,2988,7946,2154,2575,4371,0,0,11,821,817,713,0,1666,656,4370,558,0,248,1728,1021,3374,3236,0,188,50,305,1110,4016,1284,50,0,1027,0,1000,294,567,0,764,361,2169,497,402,1009,1426,50
2315,530,0,0,0,0,0,0,0,0,225,0,0,778,4894,0,0,0,0,0,0,0,0,0,0,0,672,0,0,567,0,0,0,544,0,902,682,507,100,0,0,0,1932,1665,436,3436,2298,710,4047,1694,0,2262,600,0,432,342,3216,901,214,4990,2373,4836,1985,949,960,1293,978,5084,396,786,206,1630,956,2031,2129,937,452,819,3051,858,3319,2941,1305,703,393,643,228,911,0,510,726,2763,142,397,903,809,975,2011,2592,948,0,0,1454,612,797,824,0,497,692,1310,653,2021,34,1401,2253,187,2101,2355,5540,0,0,632,3035,0,2708,3025,2922,770,3201,1841,1619,2643,1736,0,3090,2887,2044,2971,421,1658,1073,2897,839,4233,1118,386,1930,1865,360,219,636,0,2321,0,2620,2706,559,551,0,187,811,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158,2083,988,4493,4885,2313,3799,397,2199,474,1332,401,592,3241,0,1052,313,321,1398,0,0,629,2485,144,1196,2546,3611,745,1570,2097,2516,100,464,418,1210,1129,482,787,320,1717,1752,0,0,1190,350,551,3878,599,327,180,0,603,842,263,265,237,276,0,260,983,1501,834,1455,3861,1728,1042,4239,449,2014,0,2663,641,1245,698,2257,1518,638,0,515,1003,2527,2557,2298,1286,1016,1659,1414,1002,522,444,14,1994,2570,855,160,1492,1722,576,951,2661,1280,1651,1290,100,1085,1617,1002,0,0,609,107,1820,1624,8407,657,4331,1912,2620,8625,4373,0,2283,50,2707,234,6104,2681,0,0,0,0,0,0,0,0,0,82,10837,6610,6538,11519,2535,411,722,3063,8329,12555,740,963,398,1453,1539,2081,7840,6463,13661,0,3653,1098,2717,2200,4688,9949,11377,3110,370,1446,1762,374,7434,1882,6422,806,2381,1975,3886,0,3230,1006,2518,4738,1089,4585,3288,4601,544,4298,2812,2048,16,2484,0,613,3830,4296,560,2225,1620,942,0,400,727,1369,931,0,2006,1560,1404,1027,4,294,2978,7870,2142,2575,4307,0,0,11,820,807,680,0,1554,605,4263,509,0,201,1685,982,3421,3324,0,108,50,304,1011,4001,1181,50,0,1087,0,1278,304,547,0,707,307,2112,507,327,1059,1466,50
2306,546,0,0,0,0,0,0,0,0,225,0,0,528,4874,0,0,0,0,0,0,0,0,0,0,0,664,0,0,530,0,0,0,562,0,979,681,495,100,0,0,0,1923,1665,480,3388,2275,768,4093,1686,0,2263,651,0,433,341,3226,900,206,4985,2381,4830,1987,951,901,1293,919,5076,358,765,201,1623,954,2040,2122,930,449,821,2601,862,3323,2939,1362,684,397,631,228,976,0,507,723,2756,165,397,907,810,971,1990,2591,888,0,0,1451,616,799,821,0,488,694,1302,650,2047,57,1425,2179,180,2105,2360,5506,0,0,591,3024,0,2701,2988,2925,730,3162,1860,1618,2598,1725,0,3115,2861,2074,2965,423,1657,1090,2892,839,4204,1103,386,1975,1919,348,194,650,0,2323,0,2550,3403,548,551,0,202,809,1895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138,2070,1897,4493,4847,2282,3749,390,2153,474,1250,399,558,3201,0,1056,302,285,1379,0,0,611,2455,144,1149,2557,3535,702,1573,2120,2607,100,464,401,1201,1115,477,787,310,1733,1750,0,0,1193,346,538,3884,618,327,182,0,584,838,321,276,237,274,0,260,990,1747,815,1532,3898,1765,1071,3818,446,2006,0,2516,640,1240,635,2300,1518,649,0,493,883,2595,957,2302,1280,1029,1699,1375,841,520,448,7,2004,2622,735,21,1440,1660,589,1346,2651,1286,1508,1404,100,1092,1526,1003,0,0,688,110,1820,1615,8447,660,4352,1911,2631,8639,4420,0,2268,0,2720,234,6142,2684,0,0,0,0,0,0,0,0,0,83,10837,6779,6401,11233,2481,411,106,2950,8266,12555,662,973,205,1460,1577,2059,7798,6463,13664,0,3654,1232,2722,2200,4692,9971,12302,2950,370,1447,1799,374,7417,1882,6422,819,3534,2104,3910,0,3327,995,2515,4738,861,4576,3281,4588,552,4261,2812,2048,16,2484,0,625,3830,4231,560,2241,1618,930,0,388,752,1378,971,0,2017,1450,1426,1030,4,290,2978,7882,2145,2570,4309,0,0,237,676,904,603,0,1809,575,4516,222,0,408,1591,867,4076,3230,0,177,50,211,1034,4230,1144,50,0,1009,0,1210,288,586,0,696,402,2054,796,301,1001,1438,50
2277,507,0,0,0,0,0,0,0,0,225,0,0,552,4852,0,0,0,0,0,0,0,0,0,0,0,658,0,0,530,0,0,0,562,0,979,681,464,100,0,0,0,1965,1665,422,3300,2279,768,4063,1705,0,2245,669,0,432,335,3220,900,198,5027,2417,4838,1942,984,954,1293,900,5085,391,779,210,1619,955,2039,2084,931,440,805,2516,850,3341,2946,1327,561,400,607,228,976,0,505,713,2750,165,397,904,810,972,1967,2567,922,0,0,1464,616,798,803,0,496,697,1319,663,2073,71,1438,2124,180,2131,2355,5513,0,0,645,3029,0,2738,2984,2943,749,3164,1857,1632,2594,1720,0,3157,2862,2046,2988,431,1665,1112,2885,839,4188,1115,386,1905,1814,381,194,658,0,2346,0,2583,3086,550,551,0,213,810,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093,2067,2280,4493,4898,2286,3760,388,2203,474,1243,544,632,3229,0,1014,302,299,1385,0,0,625,2466,144,1131,2531,3451,731,1612,2056,2555,100,464,401,1165,1078,491,472,230,1747,1749,0,0,1265,346,551,3853,645,327,185,0,615,838,330,286,209,269,0,260,978,1678,690,1576,3885,1759,1071,4072,461,2056,0,2631,640,1210,616,2512,1518,747,0,318,917,2564,2585,2281,1378,1081,1733,1494,852,458,415,7,1950,2622,482,147,1466,1722,636,1542,2635,1248,1511,1272,100,1193,1645,993,0,0,596,152,1820,1591,8343,674,4245,1914,2633,8747,4340,0,2231,0,2722,241,6019,2685,0,0,0,0,0,0,0,0,0,83,10837,6779,6401,11233,2686,411,496,3053,8276,12555,662,928,298,1519,1660,2179,7875,6463,13679,24,3698,1417,2731,2094,4754,9971,12302,2950,370,1436,1841,374,7499,1882,6422,871,3730,2463,3965,0,3338,1071,2514,4738,662,4755,3401,4660,569,4311,2812,2048,16,2484,0,678,3830,4219,560,2240,1620,916,0,388,758,1369,915,0,1573,1450,1458,1062,4,290,2978,7933,2148,2570,4426,0,0,142,664,904,716,0,1711,555,4401,222,0,207,1591,867,4076,3230,0,177,50,211,1034,4230,1144,50,0,1009,0,1210,288,586,0,696,402,2054,796,301,1001,1438,50
2285,510,0,0,0,0,0,0,0,0,425,0,0,528,4838,0,0,0,0,0,0,0,0,0,0,0,664,0,0,539,618,0,0,547,0,987,687,488,100,0,0,0,1909,1665,488,3327,2267,760,4064,1681,0,2261,668,0,434,339,3222,900,200,4907,2352,4842,1981,1013,939,1293,892,5093,389,768,202,1620,954,2028,2086,936,451,820,2523,859,3317,2945,1340,695,393,521,225,965,0,503,711,2752,169,349,906,828,967,1952,2535,941,0,0,1440,616,857,877,0,493,687,1303,652,2039,50,1413,2043,180,2103,2342,5518,0,0,617,3023,0,2694,2991,2892,751,3156,1862,1622,2586,1718,0,3119,2857,2070,2946,419,1734,1100,2883,839,4186,1113,386,1984,1759,378,194,656,0,2323,0,2575,3429,535,551,0,219,816,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189,2073,2164,4450,4875,2322,3756,392,2178,470,1248,583,575,3230,0,1041,302,314,1380,0,0,625,2505,140,1133,2534,2598,732,1582,2024,2551,90,465,400,1198,1113,484,508,200,1722,1771,0,0,1205,342,546,3872,598,178,183,0,604,840,328,254,228,276,0,235,982,1884,650,1576,3885,1766,1071,3971,531,1976,0,2949,640,1240,544,2240,1518,650,0,318,832,2568,2486,2300,1260,1003,1654,1517,897,471,415,3,1972,2622,525,60,1439,1722,621,1491,2599,1248,1474,1363,100,1058,1415,1009,0,0,619,92,1820,1627,8402,661,4323,1916,2647,8616,4334,0,2254,0,2724,241,6113,2690,0,0,0,0,0,0,0,0,0,83,10647,6779,6401,11305,2361,478,218,2912,8207,12555,662,951,386,1482,1570,2062,7813,6463,13679,100,3678,1290,2725,2052,4691,9971,12302,2950,370,1377,1389,374,7419,1882,6422,854,3591,2260,3918,0,3305,1033,2513,4738,1109,4637,3324,4413,637,4271,2845,2048,16,2484,0,615,3830,4172,560,2238,1620,916,0,388,756,1357,949,0,1983,1450,1420,1038,4,290,2978,7852,2146,2570,4318,0,0,134,672,904,649,0,1599,555,4192,319,0,199,1349,829,4208,3199,0,177,50,211,1034,4095,899,50,0,976,0,1092,288,586,0,696,402,1897,796,301,1001,1438,50
2262,461,0,0,0,0,0,0,0,0,557,0,0,528,4818,0,0,0,0,0,0,0,0,0,0,0,667,0,0,477,1375,0,0,547,0,1416,684,443,100,0,0,0,1936,1548,422,3257,2275,760,4038,1700,0,2245,659,0,435,334,3198,900,193,4934,2333,4845,1944,994,935,1293,896,5097,387,781,211,1623,955,2020,2033,930,439,804,2613,855,3344,2950,1393,688,399,428,225,965,0,507,709,2746,169,349,891,810,975,1824,2548,947,0,0,1463,616,855,869,0,495,700,1317,662,2071,59,1431,1995,180,2124,2354,5495,0,0,647,3020,0,2736,2979,2941,760,3170,1860,1634,2581,1695,0,3161,2981,2082,2955,424,1673,1083,2888,846,4183,1116,386,1922,1714,389,205,665,0,2342,0,2594,2581,543,558,0,171,828,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932,2033,2026,4450,4821,2158,3725,373,2077,470,1216,401,548,3261,0,749,249,320,1389,0,0,630,2399,140,1035,2423,3083,705,1548,1945,2521,90,466,400,1129,1064,469,835,200,1710,1706,0,0,1201,327,527,3870,637,329,181,0,557,824,325,147,228,272,0,295,970,1886,775,1576,3955,1760,1071,3982,412,1977,0,3021,640,1214,519,2238,1518,650,0,318,891,2500,2537,2302,1244,1050,1668,1523,897,468,415,3,2146,2622,718,2,469,1722,625,1454,2588,1248,1491,1398,100,1098,1442,1020,0,0,524,132,1839,1591,8320,671,4267,1923,2649,8597,4265,0,2246,50,2727,241,6021,2691,0,0,0,0,0,0,0,0,0,83,10647,6617,7088,11366,2333,200,389,2904,8212,12983,934,954,234,1511,1588,2154,7818,6346,13745,226,3596,1290,2715,1864,4685,9857,12480,3648,423,1395,1519,371,7452,1785,6510,878,3595,2279,3956,0,3364,1033,2415,4580,1065,4616,3333,4575,596,4259,2845,2048,16,2484,0,617,3550,4344,560,2247,1607,902,0,388,758,1421,938,0,2025,1450,1421,1041,4,290,2978,7863,2158,2570,4327,0,0,130,663,1136,649,0,1376,555,4192,319,0,199,1349,829,4208,3199,0,177,50,243,1034,3697,1103,50,0,976,0,1319,288,294,0,696,402,2079,796,331,1161,1261,200
2241,528,0,0,0,0,0,0,0,0,557,0,0,480,4797,0,0,0,0,0,0,0,0,0,0,0,656,0,0,477,1475,0,0,202,0,1416,684,443,100,0,0,0,1935,1548,400,3084,2267,760,3947,1710,0,2225,678,0,437,328,3058,900,182,4892,2318,4864,1885,988,910,1293,899,5119,384,779,219,1617,958,2007,1992,928,453,826,2663,854,3384,2975,1393,658,404,512,225,965,0,526,688,2761,169,349,901,810,947,1792,2525,966,0,0,1470,605,867,881,0,500,714,1349,661,2085,62,1434,1944,180,2142,2327,5486,0,0,643,3030,0,2764,2981,2945,758,3200,1861,1645,2596,1678,0,3188,2970,2076,2953,429,1685,1080,2859,846,4143,1119,386,1890,1672,383,205,670,0,2346,0,2564,3462,531,558,0,133,841,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915,2043,1975,4252,4814,2120,3703,366,2074,230,1193,374,540,3375,0,764,203,309,1384,0,0,630,2374,55,1026,2476,3244,699,1570,1905,2465,90,466,400,1072,1020,471,418,200,1702,1698,0,0,1182,328,519,3827,779,292,178,0,559,820,312,205,228,238,0,272,1019,1886,808,1604,4423,1858,1071,3933,420,1997,0,2773,640,1273,578,2287,1518,693,0,318,1033,2590,2965,2334,1295,1297,1989,2023,897,366,778,3,2195,2671,693,100,0,1722,809,1265,2593,1669,1373,1447,100,1098,1531,1166,0,0,534,157,1839,1540,8229,673,4283,1924,2648,8384,4129,0,2186,50,2733,241,6063,2701,0,0,0,0,0,0,0,0,0,85,10581,6595,6505,10812,6315,254,2658,4217,8312,13096,768,916,1268,2307,2834,3824,8225,6608,14055,258,4377,3385,2821,3357,5361,10387,12298,3756,639,1777,3234,615,7814,2286,7283,1510,3583,5463,4235,0,4562,1764,3722,6031,5673,6296,4482,5552,811,4612,2845,2048,16,2484,0,646,3360,4292,560,2392,1758,978,0,388,769,1409,906,0,2023,1450,1472,1151,4,290,2978,8121,2186,2570,4764,0,0,130,605,654,543,67,1689,622,4304,319,0,199,1682,1080,4421,3231,0,177,50,464,1308,3629,1103,50,0,1529,0,1717,286,226,0,680,402,2304,708,732,1361,1261,200
2227,368,0,0,0,0,0,0,0,0,557,0,0,504,4774,0,0,0,0,0,0,0,0,0,0,0,658,0,0,350,1021,0,0,202,0,1250,684,320,100,0,0,0,1920,1548,399,3106,2268,760,3989,1702,0,2220,646,0,436,326,3051,900,176,4842,2310,4807,1884,978,847,1293,893,5067,401,775,214,1616,952,2001,1918,925,451,774,2679,850,3287,2964,1393,617,402,597,225,965,0,526,706,2737,169,349,894,810,948,1769,2501,947,0,0,1459,605,850,868,0,498,713,1334,660,2081,42,1471,1878,180,2132,2333,5461,0,0,635,3018,0,2758,2965,2929,756,3194,1855,1626,2583,1668,0,3175,3039,2039,2929,428,1720,1075,2948,846,4097,1117,386,1968,1647,375,151,670,0,2347,0,2577,3035,533,558,0,132,841,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901,2015,1967,4203,4759,2101,3638,362,2085,230,1200,376,552,3351,0,526,236,309,1383,0,0,630,2338,950,1005,2412,2903,673,1473,2096,2473,90,466,280,1083,1005,476,418,200,1706,1680,0,0,1173,349,516,3808,718,298,178,0,553,853,305,292,227,243,0,248,1009,1886,807,1076,4333,1837,1071,4033,404,2003,0,2630,640,1250,554,2326,1518,707,0,318,1061,2626,3079,2318,1336,1345,2035,1822,897,366,778,3,2037,2843,675,146,0,1722,784,1306,2587,1669,1327,1472,100,1092,1528,1152,0,0,549,156,1839,1567,8220,657,4273,1907,2647,8378,4131,0,2190,50,2729,241,6043,2694,0,0,0,0,0,0,0,0,0,54,9785,6687,6701,10857,5549,249,2115,4025,8246,12690,775,960,1095,2092,2471,3621,8187,6806,13878,258,4311,2995,2821,3022,5076,9983,12250,3049,617,1688,2977,661,7745,2105,7156,1246,3583,4853,4199,0,4335,1764,3505,5356,5164,6047,4357,5462,765,4569,2845,2048,16,2484,0,652,3360,4401,840,2358,1790,938,0,388,772,1407,894,0,2016,1450,1464,1128,4,290,2978,8028,2178,2570,4640,0,0,130,605,1446,479,67,1661,626,4302,352,0,199,1599,971,4360,3205,0,177,50,442,1249,3399,1103,50,0,1409,44,1666,276,191,0,698,402,2321,796,590,1352,1261,200
2243,428,0,0,0,0,0,0,0,0,588,0,0,504,4764,0,0,0,0,0,0,0,0,0,0,0,658,0,0,305,940,0,0,202,0,1175,688,307,100,0,0,0,1895,1548,411,3169,2323,776,4021,1668,0,2255,648,0,439,338,3056,900,178,4721,2302,4757,1954,979,743,1293,881,5071,304,786,211,1618,949,2010,1876,932,443,799,2695,830,3245,2957,1402,586,394,564,225,965,0,514,700,2746,169,349,905,810,959,1737,2510,923,0,0,1424,605,853,866,0,495,706,1296,651,2034,32,1421,1799,180,2103,2335,5496,0,0,634,3011,0,2695,2957,2874,743,3191,1863,1623,2569,1675,0,3076,3043,2051,2884,437,1736,1133,2881,846,4189,1105,386,1984,1638,371,151,708,0,2318,0,2551,3408,517,558,0,146,821,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1905,2069,1936,4198,4793,2145,3630,391,2236,310,1240,400,597,3351,0,374,236,290,1393,0,0,462,2340,98,1003,2393,3746,686,1404,2113,2546,66,340,324,1002,1001,493,551,200,1724,1731,0,0,1209,338,543,3795,735,70,184,0,617,840,321,288,226,238,0,229,1005,1886,851,1610,3435,1820,1071,3949,395,1981,0,2390,640,1225,530,2264,1518,673,0,318,923,2586,2891,2325,1317,1262,2032,1715,1158,372,710,171,1955,2769,849,103,0,1722,751,1316,2608,1669,1682,1419,100,1081,1517,1128,0,0,623,103,1839,1613,8199,654,4300,1916,3424,8530,4273,0,2226,50,2718,241,6059,2696,0,0,0,0,0,0,0,0,0,80,9531,6584,6208,10275,5129,263,1826,3826,8187,12982,777,941,1028,1954,2253,3503,8110,6816,13784,258,4285,2728,2817,2904,5454,9917,12211,3465,617,1652,2779,998,7641,2105,7156,1130,3632,4462,4192,0,4214,1627,3361,5390,5124,5842,4214,5350,750,4534,2845,2048,16,2484,0,634,3360,4321,1030,2299,1737,910,0,453,774,1390,965,0,2000,1538,1440,1096,4,290,2978,7880,2152,2570,4427,0,15,150,628,1584,454,67,1652,645,4407,132,0,199,1471,829,4381,3205,0,177,50,434,1034,3322,1103,50,0,1404,0,1672,275,186,0,696,402,2409,574,664,1371,1261,200
